startphrase,ending1,ending2,labels,valid
This material is as thick as string,The material is thick,The material is thin,1,1
The grass is as green as a frog,The grass is green,The grass is brown and not green,0,1
The grass is as green as dirt,The grass is green,The grass is brown and not green,1,1
I'm as popular as a celebrity,I'm popular,I'm unpopular,0,0
I'm as popular as the plague,I'm popular,I'm unpopular,1,0
The movie is heart touch The movie is heart touch,The movie is heart touch,The movie is heart touch,0,0
The movie is heart touch The movie is heart touch,The movie is heart touch,The movie is heart touch,1,0
The material was as smooth as Freshly conditioned hair,The hair was soft and smooth,The texture was rough and bumpy.,0,1
The material was as smooth as The bark on a tree,The hair was soft and smooth,The texture was rough and bumpy.,1,1
Watching his children decorate a Christmas tree made the man as happy as When he was 10 at Christmas,The kids decorating the tree made the man feel nostalgic,The kids decorating the tree made the man think of the chore of cleaning up after them,0,1
Watching his children decorate a Christmas tree made the man as happy as When he had to change their diapers,The kids decorating the tree made the man feel nostalgic,The kids decorating the tree made the man think of the chore of cleaning up after them,1,1
The rocks in the driveway made a sound the man thought was Similar to a water fountain,The sound was soothing,The sound was grateing,0,1
The rocks in the driveway made a sound the man thought was Similar to nails on a chalkboard,The sound was soothing,The sound was grateing,1,1
The magnet had the pull of a single woman in a busy bar,The magnet had a strong pull,The magnet had a weak pull,0,1
The magnet had the pull of a child playing tug-of-war against a team of full grown men,The magnet had a strong pull,The magnet had a weak pull,1,1
She had the guilt of a man who forgot his anniversary,She felt a lot of guilt,She felt little guilt,0,1
She had the guilt of a sociopath after doing anything wrong,She felt a lot of guilt,She felt little guilt,1,1
He felt as comfortable as a regular skinny dipper with a group of close friends,He felt pretty comfortable,He felt very uncomfortable,0,1
He felt as comfortable as a skinny dipper in a cold lake surrounded by unwanted bystanders,He felt pretty comfortable,He felt very uncomfortable,1,1
The material used in my phone is hard like a black diamond,The material used in my phone very hardened,The material used in my phone is quite tightly hard packed.,0,0
The material used in my phone is hard like hard titanium,The material used in my phone very hardened,The material used in my phone is quite tightly hard packed.,1,0
I feel happy like an excited dog,I feel happy like never before,i feel happy like exciting,0,0
I feel happy like a jumping monkeys,I feel happy like never before,i feel happy like exciting,1,0
This rocks looks very unique like a man wearing red tie in white tie meeting.,This rocks looks very different.,This rock looks is very unique different from amoung other rocks,0,0
This rocks looks very unique like honey drop on ocean,This rocks looks very different.,This rock looks is very unique different from amoung other rocks,1,0
Reading this book is like banging my head against the wall,The book is boring,The book is wonderful,0,1
Reading this book is like dying and going to Heaven,The book is boring,The book is wonderful,1,1
The girl has the brains of a brain surgeon,The girl is smart,The girl is unintelligent,0,1
The girl has the brains of a jellyfish,The girl is smart,The girl is unintelligent,1,1
The air feels like a bowl of soup,The air is unpleasant,The air is refreshing,0,1
The air feels like the breath of God,The air is unpleasant,The air is refreshing,1,1
The star was as bright as the sun,The sun is bright,The ocean isn't bright,0,0
The star was as bright as the ocean,The sun is bright,The ocean isn't bright,1,0
The picture was as dark as a black hole,The picture was dark,The picture was bright,0,1
The picture was as dark as the sun,The picture was dark,The picture was bright,1,1
The coin was as shiny as a waxed car,The coin was shiny,The coin was dull,0,1
The coin was as shiny as shoes,The coin was shiny,The coin was dull,1,1
The surface is as big as The pacific ocean,The surface is huge,The surface is small,0,1
The surface is as big as A piece of toilet paper,The surface is huge,The surface is small,1,1
The lamp is as bright as A camera flash,The lamp is very bright,The lamp is dark,0,1
The lamp is as bright as Coal,The lamp is very bright,The lamp is dark,1,1
The debt is as big as A teacup,The debt is tiny,The debt is large,0,1
The debt is as big as An Olympic pool,The debt is tiny,The debt is large,1,1
The kitchen was a construction zone,The kitchen's where messes pile up with ease,The kitchen's where masterpieces are created,0,1
The kitchen was a artist's workshop,The kitchen's where messes pile up with ease,The kitchen's where masterpieces are created,1,1
Relationships are a rollercoaster,Relationships can be extremely volatile and bumpy,Relationships can be extremely tame and relaxing,0,1
Relationships are a marshmallow,Relationships can be extremely volatile and bumpy,Relationships can be extremely tame and relaxing,1,1
The classroom was a circus,The classroom was wild and untamed,The classroom was a symphony of balance and precision,0,1
The classroom was a ballet,The classroom was wild and untamed,The classroom was a symphony of balance and precision,1,1
The tiger in the zoo is waving hand with people,The tiger is friendly,The tiger is lazy,0,0
The tiger in the zoo is laying and yawning,The tiger is friendly,The tiger is lazy,1,0
The guy is running so fast on the road,The guy is sweaty,The guy should be the first runner,0,0
The guy is running so fast on a running race,The guy is sweaty,The guy should be the first runner,1,0
The forest looks so dark,The forest is scary,The forest is nice and awesome,0,0
The forest looks amazing,The forest is scary,The forest is nice and awesome,1,0
Be a strong women Be a strong women,Be a strong women,Be a strong women,0,0
Be a strong women Be a strong women,Be a strong women,Be a strong women,1,0
Be a strong women Be a strong womenBe a strong women,Be a strong women,Be a strong women,0,0
