startphrase,ending1,ending2,labels,valid,qid,index
This computer is A fastidiously sculpted machine,The computer is mediocre,The computer is is very well designed and of high quality,1,1,X553,1281.0
The pool Is a sewage system,The pool is very filthy,The pool is dry,0,1,X554,1282.0
The pool Is a desert,The pool is very filthy,The pool is dry,1,1,X554,1283.0
That cat runs as A cheetah,The cat is very quick,The cat is very sluggish,0,1,X555,1284.0
That cat runs as A sloth,The cat is very quick,The cat is very sluggish,1,1,X555,1285.0
The toy was as exciting as roadkill,it was lame,it was amazing,0,1,X556,1286.0
The toy was as exciting as a Christmas morning,it was lame,it was amazing,1,1,X556,1287.0
The enemy was as clever as a legless roach,it was dumb,it was smart,0,1,X557,1288.0
The enemy was as clever as a fox near chickens,it was dumb,it was smart,1,1,X557,1289.0
The formula was as complicated as the U.S. Economy,it was complex,it was simple,0,1,X558,1290.0
The formula was as complicated as tic tac toe,it was complex,it was simple,1,1,X558,1291.0
The car has the speed of a rock,The car is slow,The car is fast,0,1,X559,1292.0
The car has the speed of a satellite,The car is slow,The car is fast,1,1,X559,1293.0
The painter has the touch of an elephant,The painter is not talented,The painter is very talented,0,1,X560,1294.0
The painter has the touch of a hummingbird,The painter is not talented,The painter is very talented,1,1,X560,1295.0
The perfume's smell is akin to an oil spill,The perfume smells bad,The perfume smells wonderful,0,1,X561,1296.0
The perfume's smell is akin to a warm day in April,The perfume smells bad,The perfume smells wonderful,1,1,X561,1297.0
The ground is as hard as diamond,The ground is really hard to dig through.,The ground is really soft to dig through.,0,1,X562,1298.0
The ground is as hard as paper,The ground is really hard to dig through.,The ground is really soft to dig through.,1,1,X562,1299.0
Their style is as good as Guuci,Their style is very high quality and nice.,Their style is cheap and bad.,0,1,X563,1300.0
Their style is as good as Walmart,Their style is very high quality and nice.,Their style is cheap and bad.,1,1,X563,1301.0
The tale is as long as War and Peace,The tale's length is really long.,The tale's length is really short.,0,1,X564,1302.0
The tale is as long as Dr. Seuss,The tale's length is really long.,The tale's length is really short.,1,1,X564,1303.0
The car has all the style of a tractor,The car is plain,The car is stylish,0,1,X565,1304.0
The car has all the style of a fashionista,The car is plain,The car is stylish,1,1,X565,1305.0
The tale has all the drama of a Sunday Mass,The tale is tedious,The tale is exciting,0,1,X566,1306.0
The tale has all the drama of a drag race,The tale is tedious,The tale is exciting,1,1,X566,1307.0
The ground had the firmness of a waterbed,The ground was soft,The ground was hard,0,1,X567,1308.0
The ground had the firmness of a slab of oak,The ground was soft,The ground was hard,1,1,X567,1309.0
The tale is as silly as a sexy clown jumping out of a cake,The take is quite silly,The tale is quite serious,0,1,X568,1310.0
The tale is as silly as a clown battling cancer,The take is quite silly,The tale is quite serious,1,1,X568,1311.0
The ball bounced as high as an astronaut breaking free od the atmosphere,The ball bounced very high,The ball didn't at all go high,0,1,X569,1312.0
The ball bounced as high as an astronaut sinking to the bottom of the ocean,The ball bounced very high,The ball didn't at all go high,1,1,X569,1313.0
The tub was as dry as the wit of an older British gentleman,The tub was very dry,The tub was very wet,0,1,X570,1314.0
The tub was as dry as the Amazon on any day of week,The tub was very dry,The tub was very wet,1,1,X570,1315.0
One's life is a novel,"One's life is a novel with finite chapters, including a beginning, middle, and end",One's life is vast as outer space as we'll never know the extent our lives influences that of another,0,1,X571,1316.0
One's life is a space,"One's life is a novel with finite chapters, including a beginning, middle, and end",One's life is vast as outer space as we'll never know the extent our lives influences that of another,1,1,X571,1317.0
Relationships are like a coin toss,"Relationships are either a hit or a miss, keep playing and you'll win and keep the outcome","No matter how much you pour into a relationship, some is always wasted",0,1,X572,1318.0
Relationships are like a cup with a hole,"Relationships are either a hit or a miss, keep playing and you'll win and keep the outcome","No matter how much you pour into a relationship, some is always wasted",1,1,X572,1319.0
Being tired is a greeting home,"Being tired, an individual knows that once they finish, peace will follow","Being tired, one forgets about other aspects of life and only seeks rest, even final",0,1,X573,1320.0
Being tired is a suffocating blanket,"Being tired, an individual knows that once they finish, peace will follow","Being tired, one forgets about other aspects of life and only seeks rest, even final",1,1,X573,1321.0
She has the style of Coco Chanel,She is stylish,She is not stylish,0,1,X574,1324.0
She has the style of a hobo,She is stylish,She is not stylish,1,1,X574,1325.0
He is as grounded as a mighty oak,He is grounded and sensible,He is ungrounded and mercurial,0,1,X575,1326.0
He is as grounded as a sparrow,He is grounded and sensible,He is ungrounded and mercurial,1,1,X575,1327.0
She cut a piece of pie from the tin like a toothpick,The piece of pie was small,The piece of pie was huge,0,1,X576,1328.0
She cut a piece of pie from the tin like a barn door,The piece of pie was small,The piece of pie was huge,1,1,X576,1329.0
He shook like a saltshaker.,He shook a lot.,He didn't shake at all.,0,1,X577,1330.0
He shook like a rock.,He shook a lot.,He didn't shake at all.,1,1,X577,1331.0
His hair was thick like a bush.,His hair was very thick.,His hair was thin.,0,1,X578,1332.0
His hair was thick like a needle.,His hair was very thick.,His hair was thin.,1,1,X578,1333.0
It was sharp like a pin.,It was very sharp.,It wasn't sharp at all.,0,1,X579,1334.0
It was sharp like a eraser.,It was very sharp.,It wasn't sharp at all.,1,1,X579,1335.0
The discussion was as juicy as an orange,The discussion was very juicy.,The discussion was very dry.,0,1,X580,1336.0
The discussion was as juicy as sandpaper,The discussion was very juicy.,The discussion was very dry.,1,1,X580,1337.0
The woman's eyes are as wide as fruit bowls,The woman's eyes are open very wide.,The woman's eyes aren't wide at all.,0,1,X581,1338.0
The woman's eyes are as wide as pins,The woman's eyes are open very wide.,The woman's eyes aren't wide at all.,1,1,X581,1339.0
The woman keeps her home as cozy as a bowl of ice cream,The woman's home isn't cozy at all.,The woman's home is very cozy.,0,1,X582,1340.0
The woman keeps her home as cozy as a bowl of chicken soup,The woman's home isn't cozy at all.,The woman's home is very cozy.,1,1,X582,1341.0
The tale is as old as The crumbs in the toaster,The tale is old.,The tale is new,0,1,X583,1342.0
The tale is as old as A newborn kitten,The tale is old.,The tale is new,1,1,X583,1343.0
The style is Like a used trash bag,The style is dated and bad,The style is fresh and good.,0,1,X584,1344.0
The style is Like dew on a spring flower,The style is dated and bad,The style is fresh and good.,1,1,X584,1345.0
The ground has the hardness of A lead pipe,The ground is hard,The ground is soft,0,1,X585,1346.0
The ground has the hardness of Cotton candy,The ground is hard,The ground is soft,1,1,X585,1347.0
The person looked like a plastic dumpster fire.,The person looked like a smelly toxic mess.,"The person looked like a fresh, nice smelling guy.",0,1,X586,1348.0
The person looked like a fresh cut bouquet of roses.,The person looked like a smelly toxic mess.,"The person looked like a fresh, nice smelling guy.",1,1,X586,1349.0
The TV Show had the maturity of a teenager who is trying to ask their crush out on a date.,The TV show was very immature.,The TV show was very mature and wise.,0,1,X587,1350.0
The TV Show had the maturity of a doctor on his 25th year of practicing medicine.,The TV show was very immature.,The TV show was very mature and wise.,1,1,X587,1351.0
The neighborhood had the look of a mange covered 3-legged dog.,The neighborhood looked dirty and dysfunctional.,The neighborhood looked very neat and clean.,0,1,X588,1352.0
The neighborhood had the look of a freshly cleaned set of laundry.,The neighborhood looked dirty and dysfunctional.,The neighborhood looked very neat and clean.,1,1,X588,1353.0
The professor's voice is that of a dementia patient,The professor talks very slow,The professor talks very fast,0,1,X589,1354.0
The professor's voice is that of a auctioneer,The professor talks very slow,The professor talks very fast,1,1,X589,1355.0
His jumpshot is broke,His jumpshot is good,His jumpshot is bad,0,1,X590,1356.0
His jumpshot is clean,His jumpshot is good,His jumpshot is bad,1,1,X590,1357.0
His spiral is that of a bullet,His football passing skills are very good.,His football passing skills are bad.,0,1,X591,1358.0
His spiral is that of a cotton ball,His football passing skills are very good.,His football passing skills are bad.,1,1,X591,1359.0
This person is a honey badger,This person is vicious and mean,This person is harmless and sweet,0,1,X592,1360.0
This person is a newborn puppy,This person is vicious and mean,This person is harmless and sweet,1,1,X592,1361.0
People of my culture are like a screen door in a tornado,People of my culture are emotionally open,People of my culture are emotionally shut off and cold,0,1,X593,1362.0
People of my culture are like administrative segregation in a maximum security prison,People of my culture are emotionally open,People of my culture are emotionally shut off and cold,1,1,X593,1363.0
Taking care of your responsibilities is like a trip to the DMV,Taking care of your responsibilities is not fun,Taking care of your responsibilities is fun,0,1,X594,1364.0
