HITId,AssignmentId,startphrase,ending1,ending2,labels,valid,qid
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3Z4AIRP3C7N88KT14CL9HPIIS0TX15,The homework was as difficult as rocket science,The homework was difficult,The homework was simple.,0,1,528
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3Z4AIRP3C7N88KT14CL9HPIIS0TX15,The homework was as difficult as saying your alphabet,The homework was difficult,The homework was simple.,1,1,528
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3RXPCZQMQQLXMYYBF2L5T3INPGOG1Z,He weighs as much as a thimble.,He is very light.,He is very heavy.,0,1,530
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3RXPCZQMQQLXMYYBF2L5T3INPGOG1Z,He weighs as much as a building.,He is very light.,He is very heavy.,1,1,530
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3KAKFY4PGVC7SSILSUZR28A02BU3I2,The stove had the heat of the Chernobyl power plant right after the meltdown,The stove is very hot,The stove is cold,0,1,533
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3KAKFY4PGVC7SSILSUZR28A02BU3I2,The stove had the heat of Walt Disney's cryogenically frozen body,The stove is very hot,The stove is cold,1,1,533
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3KAKFY4PGVC7SSILSUZR28A02BU3I2,The computer had the processing power of an android Einstein,The computer has a lot of processing power,The computer has a low amount of processing power,0,1,534
3ATYLI1PRTCPM8XJ38ZHESRNCOSOJ3,3KAKFY4PGVC7SSILSUZR28A02BU3I2,The computer had the processing power of a deformed dodo clone,The computer has a lot of processing power,The computer has a low amount of processing power,1,1,534
34R3P23QHSB10BBV6UN6J9OU2YNWHI,3TU5ZICBREB6ANCAHJZW2R9X93X8QO,The novel has the morality of a brothel,The novel is immoral,The novel is pious,0,1,536
34R3P23QHSB10BBV6UN6J9OU2YNWHI,3TU5ZICBREB6ANCAHJZW2R9X93X8QO,The novel has the morality of a saint,The novel is immoral,The novel is pious,1,1,536
34R3P23QHSB10BBV6UN6J9OU2YNWHI,3PM8NZGV8ZQWPODIPRBOIQQQ0C8XQN,The town has the rules of Cinderella's step-mother.,The town is very strict and demanding.,The town is very lenient in its rules.,0,1,538
34R3P23QHSB10BBV6UN6J9OU2YNWHI,3PM8NZGV8ZQWPODIPRBOIQQQ0C8XQN,The town has the rules of a 60s hippie.,The town is very strict and demanding.,The town is very lenient in its rules.,1,1,538
34R3P23QHSB10BBV6UN6J9OU2YNWHI,3PM8NZGV8ZQWPODIPRBOIQQQ0DSXQ9,He had the morality of a saint,He was a very moral person,He was a very immoral person.,0,1,544
34R3P23QHSB10BBV6UN6J9OU2YNWHI,3PM8NZGV8ZQWPODIPRBOIQQQ0DSXQ9,He had the morality of a devil,He was a very moral person,He was a very immoral person.,1,1,544
34R3P23QHSB10BBV6UN6J9OU2YNWHI,3PM8NZGV8ZQWPODIPRBOIQQQ0DSXQ9,He was as desirable as gold,He was very desirable,He was very undesirable,0,1,545
34R3P23QHSB10BBV6UN6J9OU2YNWHI,3PM8NZGV8ZQWPODIPRBOIQQQ0DSXQ9,He was as desirable as the flu,He was very desirable,He was very undesirable,1,1,545
34R3P23QHSB10BBV6UN6J9OU2YNWHI,3U8YCDAGXQQOSY77MFMH9C3FQ5P0QX,The soccer team is the London symphony,The soccer team is extremely well-coordinated.,The soccer team is poorly coordinated and chaotic.,0,1,551
34R3P23QHSB10BBV6UN6J9OU2YNWHI,3U8YCDAGXQQOSY77MFMH9C3FQ5P0QX,The soccer team is a night club,The soccer team is extremely well-coordinated.,The soccer team is poorly coordinated and chaotic.,1,1,551
34R3P23QHSB10BBV6UN6J9OU2YNWHI,39K0FND3AIPT8W7XMOCTH9VNPWFMAA,His dedication was built out of stone pillars.,He was very dedicated.,He was not very dedicated.,0,1,553
34R3P23QHSB10BBV6UN6J9OU2YNWHI,39K0FND3AIPT8W7XMOCTH9VNPWFMAA,His dedication was built out of cardboard.,He was very dedicated.,He was not very dedicated.,1,1,553
309D674SHZVIV024PBD9L4ETF50CB9,3F0BG9B9MQXBJBYDYOOK1DG4XSFY71,She ran as fast as a bullet,She ran fast,She ran slowly,0,1,555
309D674SHZVIV024PBD9L4ETF50CB9,3F0BG9B9MQXBJBYDYOOK1DG4XSFY71,She ran as fast as a snail,She ran fast,She ran slowly,1,1,555
309D674SHZVIV024PBD9L4ETF50CB9,3F0BG9B9MQXBJBYDYOOK1DG4XSFY71,His movements were as delicate as a ballerina,His movements were delicate,His movements were not delicate,0,1,556
309D674SHZVIV024PBD9L4ETF50CB9,3F0BG9B9MQXBJBYDYOOK1DG4XSFY71,His movements were as delicate as a linebacker,His movements were delicate,His movements were not delicate,1,1,556
309D674SHZVIV024PBD9L4ETF50CB9,3F0BG9B9MQXBJBYDYOOK1DG4XSFY71,The light was as bright as a glittering diamond,The light was bright,The light was not bright,0,1,557
309D674SHZVIV024PBD9L4ETF50CB9,3F0BG9B9MQXBJBYDYOOK1DG4XSFY71,The light was as bright as an inkspot,The light was bright,The light was not bright,1,1,557
309D674SHZVIV024PBD9L4ETF50CB9,39KFRKBFIO5I4HQCFA5MCZ2ZNIDOY7,The sprint was graceful as a fat man headed to his favorite all you can eat buffet.,The sprint was slow but with a lot of effort.,There were many of competitors but the result was known beforehand.,0,1,561
309D674SHZVIV024PBD9L4ETF50CB9,39KFRKBFIO5I4HQCFA5MCZ2ZNIDOY7,The sprint was as competitive as a Vladamir Putin election result.,The sprint was slow but with a lot of effort.,There were many of competitors but the result was known beforehand.,1,1,561
309D674SHZVIV024PBD9L4ETF50CB9,39KFRKBFIO5I4HQCFA5MCZ2ZNIDOY7,The dinner's calorie count is as high as Mount Everest.,The calorie count was very high.,The calorie count was very low.,0,1,562
309D674SHZVIV024PBD9L4ETF50CB9,39KFRKBFIO5I4HQCFA5MCZ2ZNIDOY7,The dinner's calorie count is lower than Donald Trumps poll ratings.,The calorie count was very high.,The calorie count was very low.,1,1,562
309D674SHZVIV024PBD9L4ETF50CB9,39KFRKBFIO5I4HQCFA5MCZ2ZNIDOY7,The team's defense has as many holes in it as a Qanon conspiracy theory.,The defense is of poor quality.,The defense did not let the other team through to achieve anything.,0,1,563
309D674SHZVIV024PBD9L4ETF50CB9,39KFRKBFIO5I4HQCFA5MCZ2ZNIDOY7,The team's defense is better at blocking progress than the Senate Majority Leader.,The defense is of poor quality.,The defense did not let the other team through to achieve anything.,1,1,563
309D674SHZVIV024PBD9L4ETF50CB9,3NGI5ARFTUF3ZBRAILBSNCWFQ17P1W,She walked like an elephant,She walked in a clumsy manner.,She walked with grace.,0,1,566
309D674SHZVIV024PBD9L4ETF50CB9,3NGI5ARFTUF3ZBRAILBSNCWFQ17P1W,She walked like a ballerina,She walked in a clumsy manner.,She walked with grace.,1,1,566
309D674SHZVIV024PBD9L4ETF50CB9,324G5B4FB4IEMG2SQGDB9LMKLFX07Z,The bottle is as clear as an ice cube,The bottle is crystal clear,The bottle is not clear at all,0,1,567
309D674SHZVIV024PBD9L4ETF50CB9,324G5B4FB4IEMG2SQGDB9LMKLFX07Z,The bottle is as clear as sewer water,The bottle is crystal clear,The bottle is not clear at all,1,1,567
309D674SHZVIV024PBD9L4ETF50CB9,3A4NIXBJ779A4FY1JF1JQNBYJ8ELMR,Their relationship to the truth was akin to a pile of old extension cords,They told a lot of lies and got tangled up in them,They told the truth and their story fit together,0,1,573
309D674SHZVIV024PBD9L4ETF50CB9,3A4NIXBJ779A4FY1JF1JQNBYJ8ELMR,Their relationship to the truth was akin to a brand new zipper,They told a lot of lies and got tangled up in them,They told the truth and their story fit together,1,1,573
309D674SHZVIV024PBD9L4ETF50CB9,3A4NIXBJ779A4FY1JF1JQNBYJ8ELMR,The light given off had the ambiance of a condemned elevator,The light given off was unappealing,The light given off was appealing,0,1,574
309D674SHZVIV024PBD9L4ETF50CB9,3A4NIXBJ779A4FY1JF1JQNBYJ8ELMR,The light given off had the ambiance of a conservatory at twilight,The light given off was unappealing,The light given off was appealing,1,1,574
3XH7ZM9YX243D9CQ9OP8JTIPR60R9K,3KAKFY4PGVC7SSILSUZR28A027VI3A,His eyes were the color of the night sky,His eyes were blue,His eyes were brown,0,1,578
3XH7ZM9YX243D9CQ9OP8JTIPR60R9K,3KAKFY4PGVC7SSILSUZR28A027VI3A,His eyes were the color of mud,His eyes were blue,His eyes were brown,1,1,578
3XH7ZM9YX243D9CQ9OP8JTIPR60R9K,3WOKGM4L72QL7MUR72UDK78FB5YO06,The boy is as clever as a fox,the boy is smart,the boy is dumb,0,1,583
3XH7ZM9YX243D9CQ9OP8JTIPR60R9K,3WOKGM4L72QL7MUR72UDK78FB5YO06,The boy is as clever as a twig on a tree,the boy is smart,the boy is dumb,1,1,583
3XH7ZM9YX243D9CQ9OP8JTIPR60R9K,3R5F3LQFV3UI970HBW75Q6B1TBOOZ3,The template had the usefulness of a kitchen sink,The template was very useful.,The template was totally useless.,0,1,585
3XH7ZM9YX243D9CQ9OP8JTIPR60R9K,3R5F3LQFV3UI970HBW75Q6B1TBOOZ3,The template had the usefulness of window shopping,The template was very useful.,The template was totally useless.,1,1,585
3XH7ZM9YX243D9CQ9OP8JTIPR60R9K,34S6N1K2ZWTOC1XQSIL6YI322G2HLP,That cat has the killer instinct of a velociraptor.,The cat was extremely deadly.,The cat was not very deadly.,0,1,588
3XH7ZM9YX243D9CQ9OP8JTIPR60R9K,34S6N1K2ZWTOC1XQSIL6YI322G2HLP,That cat has the killer instinct of a banana slug.,The cat was extremely deadly.,The cat was not very deadly.,1,1,588
3XH7ZM9YX243D9CQ9OP8JTIPR60R9K,3SNLUL3WO5XTHN3ASHS5HXSSWUOULZ,The stone was as heavy as A feather,The stone is light in weight,The stone is very heavy,0,1,591
3XH7ZM9YX243D9CQ9OP8JTIPR60R9K,3SNLUL3WO5XTHN3ASHS5HXSSWUOULZ,The stone was as heavy as A ton of lead,The stone is light in weight,The stone is very heavy,1,1,591
3XH7ZM9YX243D9CQ9OP8JTIPR60R9K,3SNLUL3WO5XTHN3ASHS5HXSSWUOULZ,The actors in the play had all the talent of A drunken sailor,The actors are not talented,The actors are very talented,0,1,592
3XH7ZM9YX243D9CQ9OP8JTIPR60R9K,3SNLUL3WO5XTHN3ASHS5HXSSWUOULZ,The actors in the play had all the talent of An Academy Award winner,The actors are not talented,The actors are very talented,1,1,592
3XH7ZM9YX243D9CQ9OP8JTIPR60R9K,3EG49X351VM3F6UYAIXQCL9Z0H3X69,He is sharp like a tack.,He is smart.,He is dumb.,0,1,593
3XH7ZM9YX243D9CQ9OP8JTIPR60R9K,3EG49X351VM3F6UYAIXQCL9Z0H3X69,He is sharp like a eraser.,He is smart.,He is dumb.,1,1,593
3XH7ZM9YX243D9CQ9OP8JTIPR60R9K,3FTF2T8WLSSB8PR6YK4GUCMUHG4W9P,The glasses had the dirtiness of a bride on her wedding night,The glasses are pretty dirty,The glases are clean,0,1,596
3XH7ZM9YX243D9CQ9OP8JTIPR60R9K,3FTF2T8WLSSB8PR6YK4GUCMUHG4W9P,The glasses had the dirtiness of a bride on her wedding day,The glasses are pretty dirty,The glases are clean,1,1,596
3QMELQS6Y5LGVQASBHMWZJRN15SR69,3J4Q2Z4UTZDH0O8SFMF2G7CJRAZQWK,The tofu is as spicy as a hot poker on your tongue.,The tofu is super spicy.,The tofu is not spicy at all.,0,1,599
3QMELQS6Y5LGVQASBHMWZJRN15SR69,3J4Q2Z4UTZDH0O8SFMF2G7CJRAZQWK,The tofu is as spicy as milk.,The tofu is super spicy.,The tofu is not spicy at all.,1,1,599
3QMELQS6Y5LGVQASBHMWZJRN15SR69,3J4Q2Z4UTZDH0O8SFMF2G7CJRAZQWK,In sparring class I got kicked in the head like a horse kick.,The kick was hard.,The kick was soft.,0,1,600
3QMELQS6Y5LGVQASBHMWZJRN15SR69,3J4Q2Z4UTZDH0O8SFMF2G7CJRAZQWK,In sparring class I got kicked in the head like a gnat landing.,The kick was hard.,The kick was soft.,1,1,600
3QMELQS6Y5LGVQASBHMWZJRN15SR69,39GXDJN2OUOYFV8R3IT68E85QVF8VL,The boy is as polite as an inmate at a prison,the boy is mean,the boy is nice,0,1,604
3QMELQS6Y5LGVQASBHMWZJRN15SR69,39GXDJN2OUOYFV8R3IT68E85QVF8VL,The boy is as polite as a nun,the boy is mean,the boy is nice,1,1,604
3QMELQS6Y5LGVQASBHMWZJRN15SR69,39GXDJN2OUOYFV8R3IT68E85QVF8VL,The house is as pretty as a dead porcupine,the house is pretty,the house is ugly,0,1,606
3QMELQS6Y5LGVQASBHMWZJRN15SR69,39GXDJN2OUOYFV8R3IT68E85QVF8VL,The house is as pretty as a sunset,the house is pretty,the house is ugly,1,1,606
3QMELQS6Y5LGVQASBHMWZJRN15SR69,3JC6VJ2SACTV0PMRUPV707K13VF5AH,The blog post was as long as the Amazon River,The blog post was very long.,The blog post was very short.,0,1,609
3QMELQS6Y5LGVQASBHMWZJRN15SR69,3JC6VJ2SACTV0PMRUPV707K13VF5AH,The blog post was as long as a power nap,The blog post was very long.,The blog post was very short.,1,1,609
3QMELQS6Y5LGVQASBHMWZJRN15SR69,3DIP6YHAPD2HDKM58S4W8AKJQ17E8I,This drink has the sweetness of a chocolate coverd caramel,It is very sweet,It is fairly bland,0,1,612
3QMELQS6Y5LGVQASBHMWZJRN15SR69,3DIP6YHAPD2HDKM58S4W8AKJQ17E8I,This drink has the sweetness of a piece of white bread,It is very sweet,It is fairly bland,1,1,612
3QMELQS6Y5LGVQASBHMWZJRN15SR69,33UKMF931AU20NWQ1L4MYSG77UDTTM,The headphones are as loud as a hurricane,The headphones are loud,The headphones are quiet,0,1,615
3QMELQS6Y5LGVQASBHMWZJRN15SR69,33UKMF931AU20NWQ1L4MYSG77UDTTM,The headphones are as loud as a pin drop,The headphones are loud,The headphones are quiet,1,1,615
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,38YMOXR4MV9OQ6P80D14A2VSR9N6W3,This boy has the intellect of a bucket of rocks.,The boy is stupid.,The boy is a super genius.,0,1,620
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,38YMOXR4MV9OQ6P80D14A2VSR9N6W3,This boy has the intellect of 10 of Einstein's brains glued together.,The boy is stupid.,The boy is a super genius.,1,1,620
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,38YMOXR4MV9OQ6P80D14A2VSR9N6W3,The cake has the density of a fluffy cloud in Heaven.,The cake is light and fluffy.,The cake is extremely dense.,0,1,621
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,38YMOXR4MV9OQ6P80D14A2VSR9N6W3,The cake has the density of a dying star.,The cake is light and fluffy.,The cake is extremely dense.,1,1,621
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,39ZSFO5CA96NMXFAPWGS1IF0SZ1UJ3,that girl is going places as fast a donkey chasing its tail,she isn’t getting anywhere,she’s going quickly,0,1,623
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,39ZSFO5CA96NMXFAPWGS1IF0SZ1UJ3,that girl is going places as fast a rookie at a nascar track,she isn’t getting anywhere,she’s going quickly,1,1,623
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,39ZSFO5CA96NMXFAPWGS1IF0SZ1UJ3,that fortune teller is as magical as moonlight,she is talentless,she’s good at what she does,0,1,624
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,39ZSFO5CA96NMXFAPWGS1IF0SZ1UJ3,that fortune teller is as magical as harry potter,she is talentless,she’s good at what she does,1,1,624
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,3LO69W1SU4NAC52F8C3ODIR1NGWLG1,My boss is as agreeable as a Sunday school teacher,my boss is nice,my boss is mean,0,1,625
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,3LO69W1SU4NAC52F8C3ODIR1NGWLG1,My boss is as agreeable as rabid wolf,my boss is nice,my boss is mean,1,1,625
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,3LO69W1SU4NAC52F8C3ODIR1NGWLG1,I'm as alert as a guard dog,I'm awake,I'm tired,0,1,626
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,3LO69W1SU4NAC52F8C3ODIR1NGWLG1,I'm as alert as a sleeping sloth,I'm awake,I'm tired,1,1,626
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,3180JW2OT5M61IPVOV8KT6NKTJH5J7,He has the physical strength of 20 young lions,He is very strong,He has little strength,0,1,628
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,3180JW2OT5M61IPVOV8KT6NKTJH5J7,He has the physical strength of 20 sleeping sloths,He is very strong,He has little strength,1,1,628
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,3YWRV122CT9Y2GJRYSJ1CS6MCO5U8H,The song was as classic as a chocolate chip cookie,The song was a total classic.,The song was really novel.,0,1,631
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,3YWRV122CT9Y2GJRYSJ1CS6MCO5U8H,The song was as classic as freeze-dried ice cream,The song was a total classic.,The song was really novel.,1,1,631
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,3YWRV122CT9Y2GJRYSJ1CS6MCO5U8H,Her range of career options was prix-fixe meal,Her range of career options was narrow.,She had a lot of career options.,0,1,632
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,3YWRV122CT9Y2GJRYSJ1CS6MCO5U8H,Her range of career options was Chinese buffet,Her range of career options was narrow.,She had a lot of career options.,1,1,632
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,3QECW5O0KIB0FLL00PMOVCATRKBT51,The gun was as dangerous as a lion,The gun was dangerous,The gun was harmless,0,1,633
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,3QECW5O0KIB0FLL00PMOVCATRKBT51,The gun was as dangerous as a rabbit,The gun was dangerous,The gun was harmless,1,1,633
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,33TIN5LC05KFXUM6DLM4F97ASO19YY,The car had the reliability of the sun rising,The car works well,The car does not work well,0,1,637
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,33TIN5LC05KFXUM6DLM4F97ASO19YY,The car had the reliability of my grandfather's memory,The car works well,The car does not work well,1,1,637
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,33TIN5LC05KFXUM6DLM4F97ASO19YY,The runner had the speed of a fired bullet,The runner is fast,The runner is slow,0,1,638
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,33TIN5LC05KFXUM6DLM4F97ASO19YY,The runner had the speed of a box turtle,The runner is fast,The runner is slow,1,1,638
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,3GA6AFUKOPY7WX71MCH62W9L21X3HX,That girl is as pretty as a pile of dung,That girl is really ugly,That girl is beautiful,0,1,641
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,3GA6AFUKOPY7WX71MCH62W9L21X3HX,That girl is as pretty as flowers blooming in the spring,That girl is really ugly,That girl is beautiful,1,1,641
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,3ON104KXQL6ABJLUHP8PD4BEVWA4W1,The woman had the radiance of a sun-lit meadow.,The woman is good looking.,The woman is not good looking.,0,1,642
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,3ON104KXQL6ABJLUHP8PD4BEVWA4W1,The woman had the radiance of a dark alley.,The woman is good looking.,The woman is not good looking.,1,1,642
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,3ON104KXQL6ABJLUHP8PD4BEVWA4W1,Her dancing companion was as physical as a many-armed gorilla.,The companion was clumsy.,The companion was graceful.,0,1,644
34ZTTGSNJXYWGEF9ULO0RK68EX6HQZ,3ON104KXQL6ABJLUHP8PD4BEVWA4W1,Her dancing companion was as physical as a lithe gelding.,The companion was clumsy.,The companion was graceful.,1,1,644
3K2CEDRACBBV088C2MY8OUPRFQ4TMY,3NKQQ8O39ZFAJBFIF0UHYKKNNFGDUK,The drawing was as round as a globe.,The drawing was round.,"The drawing was not round at all, and in fact was square.",0,1,648
3K2CEDRACBBV088C2MY8OUPRFQ4TMY,3NKQQ8O39ZFAJBFIF0UHYKKNNFGDUK,The drawing was as round as a block.,The drawing was round.,"The drawing was not round at all, and in fact was square.",1,1,648
3K2CEDRACBBV088C2MY8OUPRFQ4TMY,3NKQQ8O39ZFAJBFIF0UHYKKNNFGDUK,Her photography had the beauty of a painting,Her photos were beautiful.,Her photos were ugly.,0,1,649
3K2CEDRACBBV088C2MY8OUPRFQ4TMY,3NKQQ8O39ZFAJBFIF0UHYKKNNFGDUK,Her photography had the beauty of a garbage truck,Her photos were beautiful.,Her photos were ugly.,1,1,649
3K2CEDRACBBV088C2MY8OUPRFQ4TMY,3NKQQ8O39ZFAJBFIF0UHYKKNNFGDUK,The floor was firm as a board,The floor was firm.,The floor was unsteady.,0,1,650
3K2CEDRACBBV088C2MY8OUPRFQ4TMY,3NKQQ8O39ZFAJBFIF0UHYKKNNFGDUK,The floor was firm as mud,The floor was firm.,The floor was unsteady.,1,1,650
3K2CEDRACBBV088C2MY8OUPRFQ4TMY,3M81GAB8A1TPCLAHKVJ6TTZYH90QBN,I could eat as much as the whole world,I am very hungry.,I am not very hungry.,0,1,654
3K2CEDRACBBV088C2MY8OUPRFQ4TMY,3M81GAB8A1TPCLAHKVJ6TTZYH90QBN,I could eat as much as a crumb,I am very hungry.,I am not very hungry.,1,1,654
3K2CEDRACBBV088C2MY8OUPRFQ4TMY,3IGI0VL648UOSIMY88WBVJ4SJ3GNOX,He has the social skills of a squirrel.,He is not sociable.,He is extremely sociable.,0,1,661
3K2CEDRACBBV088C2MY8OUPRFQ4TMY,3IGI0VL648UOSIMY88WBVJ4SJ3GNOX,He has the social skills of a talk-show host.,He is not sociable.,He is extremely sociable.,1,1,661
3K2CEDRACBBV088C2MY8OUPRFQ4TMY,3RGU30DZTBI49PA1GUP6A8Y6FJZMJG,She dresses like a trash can.,She dresses horribly.,She dresses nice.,0,1,663
3K2CEDRACBBV088C2MY8OUPRFQ4TMY,3RGU30DZTBI49PA1GUP6A8Y6FJZMJG,She dresses like a princess.,She dresses horribly.,She dresses nice.,1,1,663
3K2CEDRACBBV088C2MY8OUPRFQ4TMY,3D4CH1LGEB3FB316JF0Y8906NSL9GA,The juice box have the stickiness of a spider web covered in honey,The juice box is sticky,The juice box isn't very sticky,0,1,667
3K2CEDRACBBV088C2MY8OUPRFQ4TMY,3D4CH1LGEB3FB316JF0Y8906NSL9GA,The juice box have the stickiness of 10-year-old fly trap paper,The juice box is sticky,The juice box isn't very sticky,1,1,667
3DFYDSXB2WAKZDHGZUBQDYJCUAGJUB,352YTHGROWNSETQ5MQMPC11RGU44HG,She's about as hot as a supermodel,She is very good-looking.,She is not good looking.,0,1,669
3DFYDSXB2WAKZDHGZUBQDYJCUAGJUB,352YTHGROWNSETQ5MQMPC11RGU44HG,She's about as hot as a mangy dog,She is very good-looking.,She is not good looking.,1,1,669
3DFYDSXB2WAKZDHGZUBQDYJCUAGJUB,352YTHGROWNSETQ5MQMPC11RGU44HG,My truck is as fast as lightning,My truck is very fast.,My truck is very slow.,0,1,670
3DFYDSXB2WAKZDHGZUBQDYJCUAGJUB,352YTHGROWNSETQ5MQMPC11RGU44HG,My truck is as fast as a slug,My truck is very fast.,My truck is very slow.,1,1,670
3DFYDSXB2WAKZDHGZUBQDYJCUAGJUB,352YTHGROWNSETQ5MQMPC11RGU44HG,The lightbulb puts out as much light as the sun,The lightbulb puts out a lot of light.,The lightbulb does not put out any light.,0,1,671
3DFYDSXB2WAKZDHGZUBQDYJCUAGJUB,352YTHGROWNSETQ5MQMPC11RGU44HG,The lightbulb puts out as much light as a rock,The lightbulb puts out a lot of light.,The lightbulb does not put out any light.,1,1,671
3DFYDSXB2WAKZDHGZUBQDYJCUAGJUB,3NC5L260MPWC4Q9HAKDYNEVJH63FOF,He treats her heart like a piñata,He breaks her heart.,He is careful about guarding her heart.,0,1,676
3DFYDSXB2WAKZDHGZUBQDYJCUAGJUB,3NC5L260MPWC4Q9HAKDYNEVJH63FOF,He treats her heart like glass,He breaks her heart.,He is careful about guarding her heart.,1,1,676
3DFYDSXB2WAKZDHGZUBQDYJCUAGJUB,3NC5L260MPWC4Q9HAKDYNEVJH63FOF,The girl liked her men to be as fancy as Louis Vuitton,The girl liked her men to be very fancy.,The girl liked her men to be very plain.,0,1,677
3DFYDSXB2WAKZDHGZUBQDYJCUAGJUB,3NC5L260MPWC4Q9HAKDYNEVJH63FOF,The girl liked her men to be as fancy as Dollar General,The girl liked her men to be very fancy.,The girl liked her men to be very plain.,1,1,677
